Area_sqft,Bedrooms,Bathrooms,Stories,Parking,Age_years,Location,Furnishing,Road_access,Guestroom,Basement,Hot_water,AC,Preferred_area,Price
2422,3,1,1,1,26,Suburban,Semi-Furnished,Yes,No,Yes,Yes,No,No,434373.16
1739,5,1,1,3,12,Uptown,Semi-Furnished,Yes,No,No,No,Yes,Yes,729494.75
3794,3,2,2,2,33,Downtown,Semi-Furnished,Yes,No,No,Yes,Yes,Yes,1120952.56
3513,3,2,3,1,17,Suburban,Unfurnished,Yes,No,No,No,Yes,No,639608.88
5117,6,1,1,3,28,Rural,Furnished,Yes,No,No,No,Yes,No,559034.14
1387,5,3,3,0,18,Suburban,Unfurnished,Yes,No,No,Yes,Yes,No,411900.14
3954,3,3,2,1,30,Lakeview,Furnished,Yes,Yes,No,Yes,Yes,No,951648.97
1244,1,2,3,1,36,Northend,Furnished,Yes,No,Yes,Yes,No,No,259979.17
3936,1,3,3,0,37,Uptown,Semi-Furnished,Yes,No,Yes,No,Yes,No,1014372.35
2204,2,3,3,2,6,Suburban,Unfurnished,Yes,No,No,Yes,Yes,No,437784.94
710,1,2,1,1,47,Downtown,Furnished,Yes,No,No,No,No,Yes,329257.38
4564,5,1,1,3,25,Westside,Unfurnished,Yes,No,No,Yes,Yes,Yes,975117.87
2456,3,1,2,2,39,Suburban,Semi-Furnished,Yes,No,No,Yes,No,Yes,428736.98
3026,2,2,3,2,45,Downtown,Furnished,Yes,No,No,No,No,No,742716.81
2202,4,3,1,2,19,Southend,Furnished,Yes,No,Yes,Yes,No,No,575641.4
4714,6,2,3,1,41,Northend,Furnished,Yes,No,No,No,Yes,Yes,698767.01
985,6,1,3,2,5,Lakeview,Furnished,Yes,No,No,Yes,No,Yes,743236.29
2656,4,2,1,1,1,Rural,Unfurnished,Yes,No,No,Yes,No,Yes,389240.71
3001,1,2,1,1,12,Rural,Semi-Furnished,Yes,No,No,Yes,No,No,381673.07
3810,2,1,3,2,24,Southend,Semi-Furnished,Yes,No,No,Yes,No,Yes,549221.57
5107,4,4,2,2,49,Uptown,Semi-Furnished,Yes,No,No,No,Yes,Yes,1530851.21
1566,4,4,2,2,14,Lakeview,Unfurnished,No,No,Yes,Yes,No,No,616253.22
4727,4,2,2,0,2,Northend,Unfurnished,Yes,Yes,No,Yes,No,No,720148.29
2315,1,2,2,2,37,Lakeview,Unfurnished,Yes,Yes,No,Yes,No,No,697418.4
3298,1,1,3,2,11,Eastside,Semi-Furnished,Yes,No,Yes,No,No,Yes,485133.49
4129,2,3,1,2,41,Suburban,Semi-Furnished,Yes,No,Yes,No,No,No,522350.04
4556,1,2,1,1,14,Uptown,Semi-Furnished,Yes,No,Yes,No,No,Yes,982008.77
697,1,3,1,3,46,Southend,Unfurnished,Yes,Yes,No,No,No,Yes,210953.09
3871,5,3,3,0,16,Northend,Furnished,Yes,Yes,No,Yes,No,Yes,772401.92
4815,1,3,2,2,17,Westside,Furnished,Yes,No,No,No,Yes,No,810600.91
1815,2,3,3,3,37,Eastside,Furnished,Yes,No,No,No,Yes,Yes,484184.51
3072,1,2,2,0,49,Uptown,Unfurnished,Yes,No,No,Yes,No,No,685887.74
1681,6,1,2,0,22,Southend,Unfurnished,Yes,No,No,Yes,No,No,376368.87
3841,6,2,1,0,35,Eastside,Unfurnished,Yes,No,No,Yes,Yes,No,573787.6
756,1,4,1,2,40,Lakeview,Furnished,No,No,No,Yes,Yes,No,444320.84
3248,5,3,1,3,2,Eastside,Semi-Furnished,Yes,No,No,Yes,No,No,574668.44
3062,6,3,2,1,16,Suburban,Unfurnished,Yes,No,No,No,No,No,503445.87
2167,2,2,3,3,22,Uptown,Semi-Furnished,Yes,Yes,No,Yes,Yes,No,528588.0
3148,6,3,2,1,41,Westside,Semi-Furnished,Yes,Yes,No,Yes,Yes,No,730820.29
1136,4,4,1,1,17,Eastside,Furnished,Yes,No,Yes,Yes,Yes,Yes,341005.15
3322,5,3,1,2,15,Lakeview,Semi-Furnished,Yes,No,Yes,No,No,No,1067902.59
507,1,2,2,0,24,Downtown,Unfurnished,Yes,No,No,Yes,No,No,214130.82
2079,3,2,3,1,17,Midtown,Semi-Furnished,Yes,No,No,No,Yes,Yes,692416.3
634,5,1,3,3,15,Westside,Semi-Furnished,Yes,Yes,No,No,Yes,No,410158.82
4331,5,3,3,0,44,Lakeview,Furnished,No,No,No,Yes,Yes,No,1324888.99
4620,2,4,3,2,41,Uptown,Semi-Furnished,Yes,No,No,Yes,Yes,Yes,874234.72
3012,4,3,3,1,3,Rural,Semi-Furnished,Yes,No,Yes,Yes,Yes,No,422762.78
4969,4,2,2,3,14,Westside,Unfurnished,No,Yes,No,No,Yes,No,795820.89
2743,4,4,2,1,16,Uptown,Unfurnished,Yes,No,No,Yes,No,Yes,733491.88
2669,5,4,1,1,10,Suburban,Furnished,Yes,Yes,No,No,Yes,Yes,631813.98
5154,3,2,2,2,48,Eastside,Unfurnished,Yes,No,No,No,No,No,574296.11
4457,2,4,1,2,30,Rural,Unfurnished,Yes,No,No,Yes,No,No,546235.99
1732,3,3,1,3,24,Northend,Furnished,Yes,Yes,No,Yes,Yes,Yes,533542.98
3872,4,4,1,0,21,Uptown,Semi-Furnished,No,Yes,No,No,Yes,Yes,995940.08
1453,5,2,2,2,20,Northend,Unfurnished,Yes,No,Yes,No,Yes,Yes,401171.42
2038,4,4,1,3,14,Northend,Unfurnished,Yes,No,No,Yes,Yes,Yes,524127.39
1407,3,2,1,2,37,Lakeview,Unfurnished,Yes,No,No,No,Yes,No,452807.55
2180,4,2,1,3,14,Eastside,Furnished,No,No,No,Yes,No,No,407379.62
2409,1,3,1,1,47,Northend,Furnished,Yes,No,No,Yes,No,No,285864.76
4589,2,4,1,1,42,Rural,Unfurnished,Yes,No,Yes,No,Yes,No,472268.59
1118,3,3,3,2,16,Lakeview,Furnished,No,Yes,No,No,Yes,Yes,787598.86
3288,1,1,2,3,26,Westside,Furnished,Yes,No,No,Yes,Yes,Yes,625551.72
2409,4,1,1,3,2,Downtown,Semi-Furnished,Yes,Yes,No,No,Yes,No,769229.51
3344,2,1,2,3,27,Midtown,Semi-Furnished,Yes,No,No,No,Yes,No,741249.31
4801,2,1,3,0,44,Rural,Semi-Furnished,Yes,Yes,No,Yes,Yes,No,489158.09
5178,2,3,1,1,43,Uptown,Unfurnished,Yes,No,No,Yes,Yes,No,1132020.39
1196,5,2,1,2,20,Westside,Unfurnished,Yes,No,No,Yes,No,No,339088.42
3904,2,3,3,2,25,Southend,Unfurnished,Yes,Yes,Yes,Yes,No,Yes,710771.64
4803,1,4,1,2,17,Midtown,Semi-Furnished,Yes,No,Yes,Yes,No,No,938389.46
904,3,3,2,2,49,Uptown,Semi-Furnished,Yes,Yes,No,Yes,No,Yes,564540.18
2935,1,3,1,2,38,Downtown,Unfurnished,Yes,Yes,No,Yes,Yes,Yes,774924.37
2010,4,1,3,3,26,Westside,Unfurnished,Yes,Yes,No,No,No,Yes,508484.48
2818,5,4,3,3,34,Downtown,Furnished,Yes,No,No,Yes,No,No,1026059.88
4588,5,2,2,0,4,Downtown,Semi-Furnished,No,No,No,Yes,Yes,No,1289559.64
2984,4,2,3,3,3,Suburban,Unfurnished,Yes,No,No,No,Yes,No,535305.47
1357,3,3,2,0,19,Northend,Furnished,No,No,Yes,Yes,Yes,Yes,368526.82
4229,5,1,1,3,3,Uptown,Furnished,Yes,No,No,No,No,No,952850.31
2892,4,3,3,1,43,Downtown,Semi-Furnished,Yes,Yes,Yes,No,No,No,916007.18
4568,4,2,1,0,10,Southend,Furnished,Yes,Yes,No,Yes,Yes,No,853257.61
4782,4,2,2,1,29,Lakeview,Furnished,Yes,No,Yes,Yes,No,No,1477137.27
519,4,4,1,3,16,Eastside,Furnished,Yes,Yes,No,No,Yes,No,291130.25
2920,2,4,2,1,2,Uptown,Semi-Furnished,Yes,No,No,Yes,No,Yes,920586.82
3526,3,3,1,1,10,Suburban,Unfurnished,Yes,No,Yes,Yes,Yes,No,746406.12
566,6,4,3,3,37,Westside,Furnished,Yes,Yes,No,Yes,No,No,483228.43
3633,4,4,1,2,27,Midtown,Semi-Furnished,Yes,Yes,No,No,Yes,No,906685.24
4057,2,2,3,3,32,Uptown,Unfurnished,Yes,No,No,No,Yes,Yes,905156.67
1285,2,1,1,1,41,Lakeview,Unfurnished,Yes,No,No,Yes,No,No,259097.2
2632,1,2,2,1,6,Eastside,Furnished,Yes,Yes,No,No,No,No,489942.39
1929,6,3,1,2,31,Eastside,Unfurnished,Yes,No,No,Yes,No,No,332884.03
1918,4,2,1,2,45,Rural,Furnished,Yes,No,Yes,No,No,No,293490.93
4190,2,3,1,2,40,Suburban,Furnished,Yes,No,No,Yes,Yes,No,718126.34
2047,6,3,2,3,44,Rural,Furnished,Yes,No,No,Yes,No,Yes,382873.2
4771,1,1,2,3,20,Suburban,Unfurnished,Yes,Yes,No,No,Yes,No,700766.57
858,1,3,1,3,36,Uptown,Semi-Furnished,Yes,No,Yes,Yes,Yes,Yes,486804.95
2062,4,3,2,1,9,Midtown,Furnished,No,No,No,No,No,Yes,725428.23
4886,5,4,1,3,42,Uptown,Unfurnished,Yes,No,No,Yes,No,No,895599.72
2677,2,2,2,0,37,Southend,Unfurnished,Yes,Yes,No,Yes,No,Yes,442574.68
4310,5,4,3,3,37,Rural,Furnished,No,No,Yes,Yes,Yes,No,439257.42
978,1,2,2,1,12,Uptown,Semi-Furnished,No,Yes,No,Yes,No,Yes,438735.74
1147,5,4,1,0,28,Rural,Unfurnished,Yes,No,No,Yes,No,No,246977.12
763,5,4,3,3,49,Northend,Semi-Furnished,Yes,Yes,No,Yes,No,Yes,338381.35
4242,4,4,2,1,22,Westside,Furnished,Yes,Yes,No,Yes,No,No,620045.73
3456,1,4,2,0,33,Southend,Semi-Furnished,Yes,Yes,No,No,Yes,Yes,787412.11
2061,3,4,1,2,32,Eastside,Semi-Furnished,Yes,No,No,Yes,No,Yes,436460.99
1936,2,4,3,3,31,Uptown,Unfurnished,Yes,No,No,Yes,Yes,No,563625.34
2505,4,4,3,1,0,Rural,Semi-Furnished,Yes,No,Yes,Yes,Yes,No,420668.5
3640,4,4,1,0,5,Southend,Unfurnished,Yes,No,No,Yes,Yes,No,697872.86
1407,3,2,2,0,27,Suburban,Semi-Furnished,Yes,No,No,Yes,No,No,376206.18
629,4,4,3,1,15,Uptown,Furnished,Yes,No,No,Yes,Yes,No,543963.56
1437,1,1,1,1,45,Northend,Furnished,Yes,No,Yes,Yes,No,Yes,276405.7
4218,4,4,3,1,14,Midtown,Unfurnished,No,No,No,Yes,Yes,Yes,953744.36
1314,4,1,3,2,34,Eastside,Furnished,Yes,No,No,Yes,No,Yes,329530.79
4462,3,2,1,0,22,Southend,Unfurnished,Yes,No,No,No,No,Yes,775956.07
3881,2,4,1,1,35,Rural,Unfurnished,Yes,No,No,No,No,No,433279.9
514,6,1,1,1,18,Northend,Furnished,No,No,Yes,Yes,Yes,No,250234.72
2537,2,2,2,0,40,Rural,Unfurnished,No,Yes,No,Yes,No,Yes,386654.09
3988,5,4,3,0,47,Westside,Furnished,Yes,No,No,No,Yes,No,836146.88
1206,1,1,3,0,30,Downtown,Furnished,Yes,Yes,Yes,No,No,No,653910.37
1202,3,3,1,3,18,Downtown,Unfurnished,No,No,Yes,Yes,Yes,Yes,558658.58
4631,2,4,2,3,34,Rural,Unfurnished,Yes,Yes,No,Yes,Yes,No,621731.46
3055,3,2,3,1,15,Westside,Semi-Furnished,Yes,Yes,Yes,Yes,Yes,No,889173.78
3486,6,2,3,3,24,Northend,Semi-Furnished,Yes,No,Yes,Yes,No,No,625891.43
4439,5,4,1,2,22,Lakeview,Furnished,Yes,No,No,Yes,No,Yes,1601179.88
3838,2,1,1,1,32,Suburban,Furnished,No,Yes,Yes,Yes,No,No,658152.29
1016,3,1,2,0,24,Westside,Unfurnished,Yes,Yes,Yes,No,Yes,No,326854.08
1297,6,4,1,3,32,Southend,Furnished,No,No,No,Yes,Yes,Yes,455092.6
984,1,3,2,2,47,Northend,Semi-Furnished,Yes,No,No,No,Yes,Yes,236203.27
4174,1,1,2,3,30,Downtown,Furnished,Yes,Yes,No,Yes,No,No,806798.63
3211,5,2,2,1,6,Westside,Unfurnished,No,No,Yes,No,No,No,643820.52
942,2,4,3,0,22,Northend,Unfurnished,Yes,No,Yes,No,No,Yes,218051.44
2153,2,3,3,0,37,Uptown,Semi-Furnished,Yes,No,Yes,Yes,Yes,No,774871.31
1513,1,2,2,1,21,Eastside,Semi-Furnished,Yes,No,No,Yes,No,No,279398.33
1462,6,1,2,1,29,Downtown,Furnished,Yes,Yes,No,No,Yes,Yes,864037.68
1072,5,2,3,0,10,Westside,Furnished,No,No,Yes,Yes,No,Yes,418632.82
4953,4,4,3,1,25,Rural,Unfurnished,Yes,Yes,No,Yes,Yes,No,459482.97
2330,1,3,1,2,10,Uptown,Unfurnished,No,Yes,No,No,No,Yes,733423.53
4342,1,4,1,2,23,Northend,Semi-Furnished,Yes,No,No,No,Yes,Yes,609409.14
1315,3,2,3,0,13,Northend,Furnished,Yes,No,No,No,No,No,323460.09
4171,5,4,2,3,10,Downtown,Semi-Furnished,Yes,Yes,Yes,Yes,No,No,1351497.86
3036,4,1,3,3,9,Lakeview,Unfurnished,Yes,Yes,No,No,Yes,No,1129244.66
1710,6,2,2,0,2,Suburban,Unfurnished,Yes,No,Yes,No,No,Yes,515211.26
3634,5,4,1,2,38,Eastside,Unfurnished,Yes,No,No,Yes,Yes,No,666258.68
1054,5,2,1,2,27,Midtown,Unfurnished,Yes,Yes,No,No,Yes,No,480252.72
3292,1,3,2,3,30,Downtown,Unfurnished,No,Yes,No,No,No,Yes,922645.89
4562,1,4,3,2,40,Midtown,Unfurnished,Yes,No,Yes,Yes,No,Yes,931030.81
4265,1,4,2,1,8,Lakeview,Unfurnished,Yes,No,Yes,No,No,No,1081691.51
4802,3,4,3,1,1,Midtown,Furnished,No,No,No,Yes,Yes,Yes,1165811.98
1764,4,1,3,1,33,Uptown,Semi-Furnished,Yes,No,Yes,No,Yes,No,579775.7
1393,6,3,3,2,1,Southend,Semi-Furnished,Yes,No,No,Yes,No,No,463509.43
2672,6,3,2,0,9,Suburban,Unfurnished,Yes,Yes,No,Yes,Yes,No,602442.77
2804,4,3,1,1,15,Southend,Semi-Furnished,Yes,No,No,Yes,No,No,538838.47
3663,5,1,2,0,42,Rural,Semi-Furnished,Yes,No,No,No,Yes,Yes,629742.42
4458,6,4,1,2,44,Westside,Unfurnished,No,Yes,No,Yes,Yes,No,953525.21
4883,6,2,3,0,40,Northend,Unfurnished,No,Yes,Yes,Yes,No,No,583115.02
1738,6,1,2,3,5,Midtown,Semi-Furnished,Yes,No,Yes,No,No,No,772505.54
2317,1,2,1,2,45,Westside,Semi-Furnished,No,No,Yes,No,No,Yes,384766.57
1266,6,3,3,2,13,Lakeview,Furnished,Yes,Yes,No,Yes,No,No,945039.87
3059,5,2,1,3,27,Lakeview,Furnished,Yes,No,No,Yes,Yes,Yes,1134566.29
1072,1,1,2,0,12,Midtown,Furnished,Yes,Yes,No,Yes,No,Yes,416032.93
4963,5,1,3,2,36,Eastside,Unfurnished,Yes,No,No,Yes,Yes,No,589617.6
2832,5,1,1,3,22,Westside,Semi-Furnished,Yes,Yes,Yes,Yes,Yes,Yes,842279.13
2610,3,2,2,1,46,Southend,Unfurnished,No,Yes,Yes,Yes,Yes,No,525283.9
1250,6,2,1,3,37,Lakeview,Semi-Furnished,No,No,No,Yes,Yes,No,606088.3
3311,3,1,1,1,44,Rural,Unfurnished,Yes,No,No,Yes,Yes,No,431476.55
4956,6,1,1,2,49,Rural,Furnished,No,Yes,No,No,No,Yes,511842.12
4054,5,2,3,1,0,Rural,Furnished,Yes,No,No,Yes,Yes,Yes,521005.07
2918,1,3,2,2,3,Downtown,Semi-Furnished,Yes,Yes,No,Yes,Yes,Yes,1105874.53
3488,5,1,3,1,32,Uptown,Furnished,Yes,No,No,Yes,Yes,No,931188.29
1354,1,2,3,3,21,Northend,Furnished,No,Yes,No,Yes,No,No,365544.95
3350,2,1,3,1,23,Uptown,Furnished,Yes,No,No,No,Yes,Yes,898187.08
3879,4,4,3,2,23,Northend,Semi-Furnished,Yes,No,No,No,Yes,No,692597.9
693,5,3,3,2,33,Suburban,Unfurnished,Yes,No,Yes,No,No,No,340174.52
2077,2,3,3,2,24,Lakeview,Semi-Furnished,Yes,Yes,No,Yes,No,Yes,897009.6
1980,5,4,3,3,0,Midtown,Furnished,Yes,Yes,No,No,No,Yes,751327.75
4928,3,4,2,1,2,Lakeview,Unfurnished,No,No,No,Yes,No,Yes,928837.45
1246,4,4,2,0,6,Rural,Semi-Furnished,Yes,No,No,No,No,No,269937.92
3587,5,3,1,1,17,Northend,Furnished,Yes,No,No,Yes,No,Yes,613190.2
649,6,2,2,2,33,Westside,Semi-Furnished,Yes,No,Yes,Yes,Yes,No,377903.61
4365,3,3,1,2,1,Rural,Furnished,Yes,No,No,No,Yes,Yes,552072.67
2828,3,4,2,1,20,Rural,Semi-Furnished,Yes,No,No,Yes,Yes,Yes,371681.56
2175,2,1,1,3,48,Rural,Unfurnished,Yes,Yes,No,Yes,No,No,250896.8
3086,6,4,3,3,6,Northend,Semi-Furnished,Yes,Yes,Yes,Yes,Yes,No,724616.89
2889,3,4,1,1,27,Midtown,Unfurnished,Yes,No,No,Yes,Yes,Yes,644269.32
1173,6,3,3,1,31,Westside,Furnished,No,Yes,No,Yes,Yes,No,364360.46
4201,2,4,3,2,9,Uptown,Furnished,Yes,Yes,No,Yes,Yes,No,806060.48
1860,1,1,3,2,29,Northend,Semi-Furnished,Yes,No,No,No,No,Yes,312546.91
3566,1,1,3,1,19,Uptown,Semi-Furnished,Yes,No,No,Yes,No,No,561255.92
3646,1,4,1,1,49,Downtown,Furnished,Yes,No,Yes,No,No,No,1162552.2
4117,1,4,3,2,31,Lakeview,Furnished,No,No,No,Yes,Yes,No,1225329.29
3567,5,1,1,0,0,Northend,Semi-Furnished,No,Yes,No,Yes,No,Yes,636196.44
2662,6,1,1,3,6,Uptown,Furnished,No,No,Yes,Yes,Yes,Yes,867089.33
1944,2,1,3,1,29,Southend,Furnished,Yes,Yes,No,Yes,Yes,Yes,557831.26
4525,1,3,2,2,31,Northend,Furnished,Yes,Yes,No,Yes,Yes,Yes,742284.64
2660,3,2,2,1,36,Downtown,Furnished,No,No,Yes,Yes,No,Yes,835543.53
3853,6,3,1,0,8,Eastside,Furnished,Yes,No,Yes,No,Yes,No,686016.1
2270,2,3,1,3,29,Midtown,Furnished,Yes,No,Yes,Yes,No,No,609486.02
5044,6,2,2,0,4,Lakeview,Semi-Furnished,No,No,No,No,Yes,Yes,1574358.87
2202,6,3,2,2,15,Westside,Unfurnished,Yes,Yes,Yes,Yes,No,No,657216.34
694,6,2,2,2,46,Westside,Furnished,Yes,No,Yes,No,Yes,Yes,423954.15
1074,5,4,1,2,36,Westside,Unfurnished,Yes,Yes,No,Yes,No,No,392256.27
3129,1,4,2,1,31,Suburban,Semi-Furnished,Yes,No,No,No,Yes,No,484264.35
5186,2,1,3,3,22,Lakeview,Unfurnished,Yes,Yes,Yes,Yes,No,Yes,1486140.41
5143,4,3,3,1,38,Rural,Semi-Furnished,Yes,No,No,Yes,Yes,No,590988.46
888,1,4,1,2,43,Westside,Unfurnished,Yes,No,No,Yes,No,Yes,225169.29
2252,2,1,2,0,11,Northend,Unfurnished,Yes,No,Yes,Yes,Yes,No,353251.71
1160,1,1,3,0,26,Northend,Furnished,Yes,No,Yes,No,Yes,No,214921.55
3332,4,2,1,2,32,Rural,Unfurnished,Yes,No,No,No,Yes,No,397636.57
5129,3,3,1,2,34,Eastside,Unfurnished,No,No,No,Yes,Yes,Yes,926730.79
796,3,1,1,0,38,Uptown,Semi-Furnished,Yes,No,Yes,Yes,Yes,No,337160.42
830,4,4,3,0,37,Eastside,Unfurnished,Yes,Yes,No,No,No,No,319704.81
4349,2,1,3,3,2,Southend,Semi-Furnished,Yes,No,No,No,No,No,596650.57
1784,5,1,1,1,4,Uptown,Semi-Furnished,Yes,No,No,Yes,Yes,Yes,626522.36
1578,1,4,2,0,35,Eastside,Furnished,No,No,No,No,No,No,231850.42
1374,5,2,3,1,36,Eastside,Unfurnished,Yes,Yes,No,Yes,Yes,No,278026.83
4366,1,2,3,0,37,Eastside,Furnished,Yes,No,Yes,Yes,Yes,No,707024.97
3185,5,4,1,3,39,Rural,Furnished,Yes,No,No,Yes,No,No,441551.7
2989,1,1,1,3,49,Southend,Semi-Furnished,No,No,No,No,Yes,No,451763.67
2085,3,3,2,3,8,Midtown,Furnished,Yes,No,No,No,No,No,640707.57
4307,1,2,2,1,23,Suburban,Unfurnished,Yes,No,Yes,Yes,Yes,No,819910.05
3440,1,1,3,3,26,Lakeview,Semi-Furnished,Yes,No,No,Yes,No,Yes,1038822.57
4986,4,1,1,1,22,Southend,Semi-Furnished,Yes,Yes,No,Yes,Yes,No,716451.49
4968,4,4,3,3,31,Northend,Unfurnished,Yes,No,No,Yes,No,No,738756.04
2002,1,2,2,2,6,Downtown,Unfurnished,Yes,Yes,No,Yes,No,No,629150.06
1245,1,1,2,1,29,Lakeview,Semi-Furnished,Yes,No,No,No,Yes,Yes,559395.94
3112,2,4,2,1,33,Rural,Semi-Furnished,Yes,No,No,No,Yes,No,394239.3
2008,3,4,1,3,6,Downtown,Semi-Furnished,Yes,No,No,Yes,Yes,No,833743.2
2270,1,3,1,1,0,Midtown,Unfurnished,No,No,No,No,No,Yes,596884.56
4279,1,4,1,1,13,Southend,Semi-Furnished,Yes,No,No,No,No,No,566363.25
2461,3,4,3,0,21,Rural,Furnished,Yes,Yes,Yes,Yes,Yes,Yes,453556.84
2095,2,2,3,3,35,Downtown,Furnished,Yes,No,No,Yes,No,No,598373.22
3033,6,2,3,2,34,Eastside,Unfurnished,Yes,Yes,Yes,No,No,No,498629.52
4158,4,4,1,3,49,Westside,Furnished,Yes,No,No,Yes,Yes,Yes,940082.97
965,4,3,1,3,6,Lakeview,Semi-Furnished,Yes,Yes,No,Yes,No,Yes,706822.28
2569,3,1,1,3,8,Midtown,Furnished,Yes,No,Yes,No,Yes,No,568777.98
2943,1,4,3,0,25,Eastside,Unfurnished,Yes,No,Yes,Yes,No,Yes,470535.43
1732,6,4,1,2,17,Eastside,Furnished,Yes,No,No,Yes,No,No,481831.97
644,4,2,1,0,38,Northend,Unfurnished,Yes,No,No,No,No,No,138625.15
2852,1,3,2,3,21,Northend,Semi-Furnished,Yes,No,Yes,No,Yes,No,370101.23
2307,5,3,2,2,34,Uptown,Semi-Furnished,Yes,No,Yes,Yes,Yes,No,729461.43
3548,1,1,2,1,36,Northend,Furnished,Yes,Yes,No,Yes,No,No,573848.19
4542,4,2,1,2,42,Midtown,Semi-Furnished,Yes,No,No,Yes,No,Yes,942923.84
4639,1,2,1,2,2,Suburban,Furnished,Yes,No,No,Yes,No,Yes,739235.08
4702,6,4,2,1,29,Rural,Furnished,No,No,Yes,Yes,No,Yes,526427.97
4745,1,4,1,1,9,Northend,Unfurnished,Yes,No,No,No,Yes,No,603443.06
1787,6,3,2,1,4,Downtown,Furnished,Yes,No,No,Yes,Yes,No,702846.59
609,2,4,2,0,44,Downtown,Furnished,Yes,Yes,No,Yes,No,No,345937.03
3290,2,3,3,0,27,Lakeview,Semi-Furnished,Yes,Yes,No,No,Yes,No,821690.67
4923,6,2,3,3,40,Midtown,Semi-Furnished,Yes,No,Yes,No,Yes,No,1331548.08
1361,1,1,1,1,20,Suburban,Furnished,Yes,No,Yes,Yes,Yes,Yes,214883.25
960,3,1,3,3,18,Northend,Furnished,Yes,No,No,Yes,No,Yes,349832.67
1604,3,1,1,2,37,Eastside,Unfurnished,Yes,No,No,Yes,Yes,No,264386.05
1243,3,3,2,2,19,Uptown,Furnished,Yes,No,No,No,Yes,Yes,439274.71
2910,3,3,3,3,22,Downtown,Unfurnished,Yes,Yes,No,Yes,No,No,872710.88
4292,4,1,3,3,9,Lakeview,Furnished,Yes,No,No,No,Yes,No,1396091.26
942,3,2,1,3,43,Westside,Unfurnished,Yes,No,Yes,Yes,No,Yes,367700.03
2333,4,3,2,3,26,Midtown,Semi-Furnished,No,No,No,Yes,No,No,669312.8
1385,3,3,3,1,25,Suburban,Furnished,Yes,Yes,Yes,No,Yes,Yes,524915.71
4104,6,2,2,0,29,Suburban,Furnished,Yes,Yes,No,No,No,No,760055.3
4856,1,4,1,1,34,Westside,Furnished,Yes,No,No,Yes,Yes,No,796023.5
4875,6,3,1,0,36,Lakeview,Unfurnished,No,Yes,No,Yes,Yes,No,1144700.68
3721,3,3,1,1,6,Midtown,Furnished,Yes,No,No,Yes,No,No,939720.27
651,1,1,1,1,27,Westside,Furnished,Yes,Yes,No,Yes,No,Yes,254850.48
2096,6,1,2,0,28,Lakeview,Unfurnished,No,No,No,No,No,No,668743.87
2171,1,4,2,3,33,Rural,Unfurnished,Yes,No,Yes,No,Yes,No,305737.58
2034,6,2,2,2,26,Eastside,Semi-Furnished,Yes,No,Yes,No,No,No,503937.16
2065,2,1,2,1,39,Northend,Semi-Furnished,Yes,Yes,No,Yes,Yes,No,389146.77
1450,6,3,1,0,17,Rural,Unfurnished,No,No,No,Yes,No,No,300802.69
3414,6,1,3,0,10,Eastside,Semi-Furnished,Yes,No,No,Yes,No,Yes,566421.94
2992,5,4,1,2,44,Downtown,Unfurnished,Yes,Yes,Yes,Yes,Yes,Yes,879924.03
1841,6,1,3,1,24,Northend,Furnished,No,No,No,Yes,Yes,Yes,518200.48
1231,5,3,1,3,28,Midtown,Semi-Furnished,Yes,No,No,Yes,Yes,No,490865.78
4833,6,3,3,3,43,Uptown,Furnished,Yes,No,No,Yes,Yes,No,1095092.42
1038,1,4,2,1,41,Northend,Furnished,Yes,No,No,Yes,No,Yes,259671.81
1268,6,4,1,0,6,Rural,Semi-Furnished,Yes,Yes,No,Yes,Yes,Yes,375061.48
3356,5,4,1,0,48,Northend,Furnished,Yes,No,No,Yes,No,No,516139.1
4225,5,3,1,1,3,Northend,Semi-Furnished,Yes,No,No,Yes,No,No,597198.33
2621,3,1,1,2,47,Southend,Semi-Furnished,Yes,No,No,No,No,Yes,449648.15
2234,5,1,3,2,23,Northend,Furnished,Yes,No,No,Yes,No,Yes,488984.43
4891,5,1,2,2,30,Eastside,Unfurnished,No,No,No,Yes,Yes,No,766007.05
513,5,2,1,0,42,Lakeview,Semi-Furnished,Yes,No,Yes,No,Yes,No,414041.74
4174,6,1,2,1,1,Midtown,Semi-Furnished,Yes,No,Yes,Yes,Yes,Yes,1038219.22
4990,2,4,3,1,13,Lakeview,Unfurnished,Yes,No,No,Yes,No,No,1268701.02
690,5,2,3,2,23,Uptown,Unfurnished,Yes,No,No,Yes,No,No,477202.51
3364,3,3,2,0,15,Rural,Semi-Furnished,No,No,No,Yes,No,Yes,358776.04
4602,4,3,3,2,17,Westside,Furnished,Yes,No,No,Yes,No,Yes,917633.07
1604,2,2,1,1,36,Westside,Semi-Furnished,Yes,Yes,Yes,Yes,Yes,No,419072.32
3312,3,3,1,2,45,Uptown,Semi-Furnished,Yes,Yes,No,Yes,No,No,658323.83
1151,1,3,1,0,34,Eastside,Furnished,Yes,No,No,No,Yes,No,210221.32
1880,3,2,2,2,17,Uptown,Unfurnished,No,No,No,Yes,No,Yes,589410.3
1301,4,2,1,1,9,Midtown,Furnished,Yes,Yes,No,Yes,No,No,490479.39
5044,2,4,2,1,44,Northend,Unfurnished,Yes,No,Yes,Yes,Yes,Yes,780123.73
2621,4,4,1,3,31,Suburban,Unfurnished,Yes,No,No,Yes,Yes,Yes,505661.29
2484,6,1,2,1,44,Suburban,Furnished,Yes,No,Yes,No,Yes,No,652321.99
